entry_time,exit_time,entry_price,exit_price,return,holding_minutes,horizon,side
2025-07-30 10:00:00,2025-07-31 23:31:04,100.0,118141.73,1180.4173,2251,cls_single,LONG
2025-07-30 10:00:00,2025-07-31 23:46:04,100.0,118337.56,1182.3756,2266,cls_single,LONG
2025-07-30 10:00:00,2025-07-31 23:46:22,100.0,118337.56,1182.3756,2266,cls_single,LONG
2025-07-30 10:00:00,2025-07-31 23:47:13,100.0,118337.56,1182.3756,2267,cls_single,LONG
2025-07-30 10:00:00,2025-07-31 23:50:48,100.0,118337.56,1182.3756,2270,cls_single,LONG
2025-08-01 01:03:25,2025-08-01 05:16:04,118501.2,116524.01,0.0167,252,cls_single,SHORT
