entry_time,exit_time,side,entry_price,exit_price,tp,sl,bars_held,pnl,return,exit_reason
2025-07-17 20:15:00+00:00,2025-07-18 00:15:00+00:00,long,3401.79,3478.73,3549.367142857143,3309.5542857142855,16,76.94000000000005,0.022617504313905343,timeout
2025-07-18 01:15:00+00:00,2025-07-18 05:15:00+00:00,long,3577.12,3641.79,3736.4594285714284,3477.532857142857,16,64.67000000000007,0.018078789640828395,timeout
2025-07-18 06:15:00+00:00,2025-07-18 10:15:00+00:00,short,3645.3,3613.69,3527.224285714286,3724.017142857143,16,31.610000000000127,0.008671439936356438,timeout
2025-07-18 11:15:00+00:00,2025-07-18 15:15:00+00:00,short,3597.06,3542.99,3479.2971428571427,3675.5685714285714,16,54.070000000000164,0.015031720349396498,timeout
2025-07-18 16:15:00+00:00,2025-07-18 20:15:00+00:00,short,3572.46,3492.58,3444.0137142857143,3658.090857142857,16,79.88000000000011,0.02235994244862087,timeout
2025-07-18 22:45:00+00:00,2025-07-19 02:45:00+00:00,long,3538.48,3569.5,3707.593142857143,3432.7842857142855,16,31.019999999999982,0.008766476000994772,timeout
2025-07-19 03:45:00+00:00,2025-07-19 07:45:00+00:00,long,3592.98,3571.47,3755.5765714285717,3491.3571428571427,16,-21.51000000000022,-0.005986674014328001,timeout
2025-07-19 08:45:00+00:00,2025-07-19 12:45:00+00:00,long,3554.34,3561.8,3707.0108571428573,3458.9207142857144,16,7.460000000000036,0.002098842541793986,timeout
2025-07-19 13:45:00+00:00,2025-07-19 17:45:00+00:00,long,3558.76,3543.0,3699.7588571428573,3470.6357142857146,16,-15.760000000000218,-0.0044285088064382585,timeout
2025-07-19 18:45:00+00:00,2025-07-19 22:45:00+00:00,long,3552.8,3576.7,3693.163428571429,3465.072857142857,16,23.899999999999636,0.006727088493582424,timeout
2025-07-19 23:45:00+00:00,2025-07-20 03:45:00+00:00,long,3592.01,3658.01,3730.187142857143,3505.6492857142857,16,66.0,0.018374113657812757,timeout
2025-07-20 05:00:00+00:00,2025-07-20 09:00:00+00:00,long,3648.69,3706.48,3778.936857142857,3567.285714285714,16,57.789999999999964,0.01583856123704671,timeout
2025-07-20 10:00:00+00:00,2025-07-20 14:00:00+00:00,long,3707.19,3741.31,3829.444857142857,3630.7807142857146,16,34.11999999999989,0.009203736522811048,timeout
2025-07-20 15:00:00+00:00,2025-07-20 16:45:00+00:00,short,3763.99,3823.2442857142855,3675.1085714285714,3823.2442857142855,7,-59.25428571428574,-0.01574241316110982,sl
2025-07-20 18:00:00+00:00,2025-07-20 22:00:00+00:00,long,3746.89,3723.09,3870.8991428571426,3669.3842857142854,16,-23.799999999999727,-0.006351934537709868,timeout
2025-07-20 23:00:00+00:00,2025-07-21 03:00:00+00:00,long,3745.49,3758.58,3863.7699999999995,3671.5649999999996,16,13.090000000000146,0.0034948698301157247,timeout
2025-07-21 04:15:00+00:00,2025-07-21 08:15:00+00:00,short,3769.4,3800.21,3685.4557142857143,3825.362857142857,16,-30.809999999999945,-0.008173714649546332,timeout
2025-07-21 09:30:00+00:00,2025-07-21 13:30:00+00:00,long,3764.99,3807.53,3875.7122857142854,3695.7885714285712,16,42.54000000000042,0.011298834791061974,timeout
2025-07-21 14:30:00+00:00,2025-07-21 16:15:00+00:00,short,3847.73,3760.9717142857144,3760.9717142857144,3905.5688571428573,7,86.75828571428565,0.022547914150495396,tp
2025-07-21 17:15:00+00:00,2025-07-21 21:15:00+00:00,short,3770.13,3759.63,3678.402857142857,3831.2814285714285,16,10.5,0.0027850498523923576,timeout
2025-07-21 22:45:00+00:00,2025-07-22 02:45:00+00:00,short,3761.44,3736.98,3668.5205714285717,3823.386285714286,16,24.460000000000036,0.006502828703900643,timeout
2025-07-22 04:00:00+00:00,2025-07-22 08:00:00+00:00,short,3720.37,3640.17,3620.4194285714284,3787.003714285714,16,80.19999999999982,0.021556995675161294,timeout
2025-07-22 09:15:00+00:00,2025-07-22 13:15:00+00:00,long,3644.64,3695.63,3776.4891428571427,3562.2342857142858,16,50.99000000000024,0.013990407831774946,timeout
2025-07-22 14:30:00+00:00,2025-07-22 18:30:00+00:00,long,3674.47,3693.5,3811.612857142857,3588.755714285714,16,19.0300000000002,0.005178978192773434,timeout
2025-07-22 19:45:00+00:00,2025-07-22 23:45:00+00:00,long,3670.14,3746.21,3806.7971428571427,3584.7292857142857,16,76.07000000000016,0.02072672977052651,timeout
2025-07-23 00:45:00+00:00,2025-07-23 04:45:00+00:00,short,3725.52,3734.88,3624.594857142857,3792.8034285714284,16,-9.360000000000127,-0.0025124009534239857,timeout
2025-07-23 05:45:00+00:00,2025-07-23 09:45:00+00:00,short,3713.52,3658.78,3614.1102857142855,3779.793142857143,16,54.73999999999978,0.014740731166117264,timeout
2025-07-23 10:45:00+00:00,2025-07-23 14:45:00+00:00,short,3665.79,3616.44,3567.0,3731.65,16,49.34999999999991,0.013462309624937574,timeout
2025-07-23 16:30:00+00:00,2025-07-23 20:30:00+00:00,long,3593.34,3574.3,3731.076,3507.255,16,-19.039999999999964,-0.005298691468104873,timeout
2025-07-23 21:30:00+00:00,2025-07-24 01:30:00+00:00,long,3580.45,3636.39,3720.851142857143,3492.6992857142855,16,55.940000000000055,0.01562373444678743,timeout
2025-07-24 02:30:00+00:00,2025-07-24 06:30:00+00:00,short,3646.24,3544.8425714285713,3544.8425714285713,3713.8382857142856,16,101.39742857142846,0.027808764253430512,tp
2025-07-24 07:30:00+00:00,2025-07-24 11:30:00+00:00,long,3578.05,3655.55,3724.0968571428575,3486.7707142857143,16,77.5,0.021659842651723705,timeout
2025-07-24 12:30:00+00:00,2025-07-24 16:30:00+00:00,long,3624.57,3673.26,3776.003142857143,3529.924285714286,16,48.690000000000055,0.013433317607329987,timeout
2025-07-24 17:30:00+00:00,2025-07-24 21:30:00+00:00,long,3727.85,3726.61,3877.4522857142856,3634.348571428571,16,-1.2399999999997817,-0.0003326314095255393,timeout
2025-07-24 22:45:00+00:00,2025-07-25 02:45:00+00:00,short,3724.27,3616.7817142857143,3616.7817142857143,3795.928857142857,16,107.48828571428567,0.02886157172124622,tp
2025-07-25 03:45:00+00:00,2025-07-25 07:45:00+00:00,long,3596.0,3631.67,3743.9737142857143,3503.5164285714286,16,35.67000000000007,0.009919354838709697,timeout
2025-07-25 08:45:00+00:00,2025-07-25 12:45:00+00:00,long,3664.82,3704.45,3820.2085714285718,3567.702142857143,16,39.629999999999654,0.010813627954442415,timeout
2025-07-25 14:45:00+00:00,2025-07-25 18:45:00+00:00,long,3629.23,3650.25,3791.447142857143,3527.844285714286,16,21.019999999999982,0.005791862185642679,timeout
2025-07-25 20:00:00+00:00,2025-07-26 00:00:00+00:00,long,3644.15,3713.83,3802.938571428572,3544.907142857143,16,69.67999999999984,0.01912105703662029,timeout
2025-07-26 01:00:00+00:00,2025-07-26 05:00:00+00:00,long,3722.2,3739.12,3878.388571428571,3624.5821428571426,16,16.920000000000073,0.004545698780291246,timeout
2025-07-26 06:00:00+00:00,2025-07-26 10:00:00+00:00,long,3744.39,3758.23,3891.1111428571426,3652.6892857142857,16,13.840000000000146,0.0036961961761462206,timeout
2025-07-26 12:15:00+00:00,2025-07-26 16:15:00+00:00,long,3742.45,3730.77,3875.8842857142854,3659.053571428571,16,-11.679999999999836,-0.003120950179695076,timeout
2025-07-26 17:15:00+00:00,2025-07-26 21:15:00+00:00,long,3731.06,3743.65,3860.7342857142858,3650.0135714285716,16,12.590000000000146,0.0033743761826398253,timeout
2025-07-26 22:15:00+00:00,2025-07-27 02:15:00+00:00,long,3747.32,3762.62,3865.7337142857145,3673.3114285714287,16,15.299999999999727,0.004082917925343906,timeout
2025-07-27 05:30:00+00:00,2025-07-27 09:30:00+00:00,short,3787.99,3766.44,3701.815428571428,3845.439714285714,16,21.549999999999727,0.005689032969991929,timeout
2025-07-27 10:30:00+00:00,2025-07-27 14:30:00+00:00,long,3820.48,3805.97,3930.5222857142858,3751.703571428571,16,-14.510000000000218,-0.0037979520897898217,timeout
2025-07-27 15:30:00+00:00,2025-07-27 19:30:00+00:00,long,3815.18,3834.15,3920.3617142857142,3749.4414285714283,16,18.970000000000255,0.004972242463003123,timeout
2025-07-27 20:30:00+00:00,2025-07-28 00:30:00+00:00,long,3825.05,3865.52,3915.5505714285714,3768.487142857143,16,40.4699999999998,0.01058025385289076,timeout
2025-07-28 01:30:00+00:00,2025-07-28 05:30:00+00:00,long,3849.46,3934.41,3942.2062857142855,3791.4935714285716,16,84.94999999999982,0.022068030321135905,timeout
2025-07-28 06:30:00+00:00,2025-07-28 10:30:00+00:00,short,3912.36,3886.17,3844.3294285714287,3957.7137142857146,16,26.190000000000055,0.006694169248228705,timeout
2025-07-28 11:30:00+00:00,2025-07-28 14:15:00+00:00,short,3871.35,3805.68,3805.68,3915.1299999999997,11,65.67000000000007,0.016963074896354003,tp
2025-07-28 15:15:00+00:00,2025-07-28 19:15:00+00:00,short,3815.47,3799.5,3741.9511428571427,3864.482571428571,16,15.9699999999998,0.004185591814376682,timeout
2025-07-28 20:45:00+00:00,2025-07-29 00:45:00+00:00,short,3788.05,3780.34,3713.185428571429,3837.9597142857147,16,7.710000000000036,0.002035348002270307,timeout
2025-07-29 02:00:00+00:00,2025-07-29 06:00:00+00:00,long,3770.62,3810.56,3875.4222857142854,3705.118571428571,16,39.940000000000055,0.010592422466331812,timeout
2025-07-29 10:45:00+00:00,2025-07-29 14:45:00+00:00,long,3829.59,3782.26,3941.5442857142857,3759.6185714285716,16,-47.32999999999993,-0.012359025378695872,timeout
2025-07-29 16:00:00+00:00,2025-07-29 20:00:00+00:00,long,3758.31,3750.46,3878.098571428571,3683.4421428571427,16,-7.849999999999909,-0.002088704763577222,timeout
2025-07-29 21:00:00+00:00,2025-07-30 01:00:00+00:00,long,3768.51,3782.35,3890.3065714285717,3692.3871428571433,16,13.83999999999969,0.003672539014093021,timeout
2025-07-30 02:00:00+00:00,2025-07-30 06:00:00+00:00,long,3815.01,3817.02,3938.3654285714288,3737.9128571428573,16,2.0099999999997635,0.0005268662467463423,timeout
2025-07-30 07:00:00+00:00,2025-07-30 11:00:00+00:00,short,3820.41,3781.96,3729.3205714285714,3881.1362857142853,16,38.44999999999982,0.010064364819482679,timeout
2025-07-30 12:00:00+00:00,2025-07-30 16:00:00+00:00,long,3760.28,3790.9,3884.7920000000004,3682.46,16,30.61999999999989,0.008143010626868183,timeout
2025-07-30 17:00:00+00:00,2025-07-30 19:00:00+00:00,short,3796.72,3694.5571428571425,3694.5571428571425,3864.828571428571,8,102.16285714285732,0.026908188421283983,tp
2025-07-30 20:15:00+00:00,2025-07-31 00:15:00+00:00,long,3768.84,3825.2,3899.626285714286,3687.0985714285716,16,56.35999999999967,0.014954203415374404,timeout
2025-07-31 01:15:00+00:00,2025-07-31 05:15:00+00:00,long,3846.63,3859.97,3977.15,3765.0550000000003,16,13.33999999999969,0.0034679706652315638,timeout
2025-07-31 06:45:00+00:00,2025-07-31 10:45:00+00:00,short,3874.08,3855.48,3777.407142857143,3938.5285714285715,16,18.59999999999991,0.0048011398835336155,timeout
2025-07-31 11:45:00+00:00,2025-07-31 15:45:00+00:00,short,3838.46,3788.38,3745.497714285714,3900.4348571428573,16,50.07999999999993,0.013046899016793173,timeout
