timestamp,equity_before,trade_pnl,equity_after,side,entry_price,exit_price,bars_held,exit_reason
2025-07-18 00:15:00+00:00,10000.0,55.25861863238589,10055.258618632386,long,3401.79,3478.73,16,timeout
2025-07-18 05:15:00+00:00,10055.258618632386,42.64652316397524,10097.905141796362,long,3577.12,3641.79,16,timeout
2025-07-18 10:15:00+00:00,10097.905141796362,24.473715794683933,10122.378857591046,short,3645.3,3613.69,16,timeout
2025-07-18 15:15:00+00:00,10122.378857591046,44.93352874390513,10167.31238633495,short,3597.06,3542.99,16,timeout
2025-07-18 20:15:00+00:00,10167.31238633495,62.86820201289924,10230.18058834785,short,3572.46,3492.58,16,timeout
2025-07-19 02:45:00+00:00,10230.18058834785,18.127268130262074,10248.307856478112,long,3538.48,3569.5,16,timeout
2025-07-19 07:45:00+00:00,10248.307856478112,-18.218995418334426,10230.088861059778,long,3592.98,3571.47,16,timeout
2025-07-19 12:45:00+00:00,10230.088861059778,2.394280270637408,10232.483141330415,long,3554.34,3561.8,16,timeout
2025-07-19 17:45:00+00:00,10232.483141330415,-16.273105810932766,10216.210035519482,long,3558.76,3543.0,16,timeout
2025-07-19 22:45:00+00:00,10216.210035519482,15.995719472420202,10232.2057549919,long,3552.8,3576.7,16,timeout
2025-07-20 03:45:00+00:00,10232.2057549919,51.13097512663699,10283.336730118537,long,3592.01,3658.01,16,timeout
2025-07-20 09:00:00+00:00,10283.336730118537,47.19958263239262,10330.53631275093,long,3648.69,3706.48,16,timeout
2025-07-20 14:00:00+00:00,10330.53631275093,28.061614161763384,10358.597926912693,long,3707.19,3741.31,16,timeout
2025-07-20 16:45:00+00:00,10358.597926912693,-78.08093965851333,10280.51698725418,short,3763.99,3823.2442857142855,7,sl
2025-07-20 22:00:00+00:00,10280.51698725418,-26.259666467538715,10254.25732078664,long,3746.89,3723.09,16,timeout
2025-07-21 03:00:00+00:00,10254.25732078664,8.338359234687427,10262.595680021328,long,3745.49,3758.58,16,timeout
2025-07-21 08:15:00+00:00,10262.595680021328,-45.38020924746904,10217.21547077386,short,3769.4,3800.21,16,timeout
2025-07-21 13:30:00+00:00,10217.21547077386,39.26982710184597,10256.485297875704,long,3764.99,3807.53,16,timeout
2025-07-21 16:15:00+00:00,10256.485297875704,102.02628489320647,10358.511582768911,short,3847.73,3760.9717142857144,7,tp
2025-07-21 21:15:00+00:00,10358.511582768911,7.093256290650369,10365.604839059562,short,3770.13,3759.63,16,timeout
2025-07-22 02:45:00+00:00,10365.604839059562,23.38075766071484,10388.985596720277,short,3761.44,3736.98,16,timeout
2025-07-22 08:00:00+00:00,10388.985596720277,82.70901131794128,10471.694608038219,short,3720.37,3640.17,16,timeout
2025-07-22 13:15:00+00:00,10471.694608038219,41.439221900668684,10513.133829938888,long,3644.64,3695.63,16,timeout
2025-07-22 18:30:00+00:00,10513.133829938888,12.543074225421586,10525.67690416431,long,3674.47,3693.5,16,timeout
2025-07-22 23:45:00+00:00,10525.67690416431,61.78331257869661,10587.460216743006,long,3670.14,3746.21,16,timeout
2025-07-23 04:45:00+00:00,10587.460216743006,-15.240520669314,10572.219696073691,short,3725.52,3734.88,16,timeout
2025-07-23 09:45:00+00:00,10572.219696073691,56.18729347201369,10628.406989545705,short,3713.52,3658.78,16,timeout
2025-07-23 14:45:00+00:00,10628.406989545705,50.81247307571116,10679.219462621417,short,3665.79,3616.44,16,timeout
2025-07-23 20:30:00+00:00,10679.219462621417,-20.26850824710747,10658.95095437431,long,3593.34,3574.3,16,timeout
2025-07-24 01:30:00+00:00,10658.95095437431,43.88285021854701,10702.833804592858,long,3580.45,3636.39,16,timeout
2025-07-24 06:30:00+00:00,10702.833804592858,107.59778695214105,10810.431591544999,short,3646.24,3544.8425714285713,16,tp
2025-07-24 11:30:00+00:00,10810.431591544999,60.65150571300083,10871.083097257999,long,3578.05,3655.55,16,timeout
