X_SL_ATR,Y_TP_ATR,hit,bars_held,return_pct
2.0,3.5,TIMEOUT,16,-0.006619826113174413
1.5,3.5,TP,9,0.007476123151103447
1.25,2.0,SL,4,-0.004387712843281922
1.0,3.5,SL,2,-0.0018279923995796147
1.0,2.5,TIMEOUT,16,-0.00758411807536059
1.5,3.5,SL,1,-0.005981816667592025
1.75,3.0,TIMEOUT,16,-0.0003082101448444096
1.25,3.0,TP,6,0.005609193589648385
1.25,1.5,TP,14,0.005734459163435334
1.5,2.0,TP,7,0.016019831842553123
1.75,3.5,TIMEOUT,16,-0.0022296022576671812
1.0,2.5,TP,5,0.008771929824561403
1.5,3.0,TP,4,0.009877409108740534
2.0,2.0,TP,15,0.006527201166180763
1.0,3.0,SL,1,-0.013047231234351543
1.75,3.5,TIMEOUT,16,-0.0010514270406884426
2.0,2.5,SL,9,-0.0019081058138092747
2.0,3.5,SL,7,-0.00479535625501889
2.0,1.5,SL,11,-0.006192828320291584
2.0,3.5,TIMEOUT,16,0.00728613600200987
1.75,3.5,TIMEOUT,16,0.008493742151042946
1.75,2.0,TIMEOUT,16,-0.0029833535670624307
1.5,2.5,TIMEOUT,16,0.0015147001725139945
2.0,2.5,TP,3,0.005772204903177045
1.5,3.0,SL,1,-0.005285457348785878
1.25,1.5,SL,5,-0.007433667316105678
1.25,2.5,SL,1,-0.0018656019237196265
1.75,2.0,SL,7,-0.01632239614366227
1.25,3.5,SL,3,-0.00490988168832603
1.25,2.5,SL,16,-0.003304931901174831
1.0,3.5,TP,2,0.004507784150945111
1.0,2.5,SL,1,-0.003468087985049751
1.0,2.5,SL,2,-0.0026119478765885915
1.75,3.5,TP,6,0.0068609808886791745
1.5,3.5,SL,6,-0.0062877619040678035
2.0,2.5,TIMEOUT,16,0.006254569997163605
1.25,3.0,SL,4,-0.00210534859777314
2.0,3.5,SL,7,-0.007722385466596539
1.0,2.0,SL,4,-0.0013674897077768841
1.5,2.0,SL,8,-0.005956985907451073
1.5,2.5,TP,16,0.0031395727818825368
1.5,3.0,SL,1,-0.002842550443030021
1.5,2.5,SL,2,-0.006219523914032328
2.0,3.0,TP,8,0.012214326936716783
1.0,2.5,SL,6,-0.0031933532185700934
1.0,3.0,SL,2,-0.003231093045385008
1.5,3.0,SL,2,-0.0018730827178232443
1.0,2.0,SL,4,-0.002083833969813188
1.75,2.0,TP,9,0.006283161343068687
2.0,3.0,TIMEOUT,16,0.003936993902635734
1.75,3.5,TIMEOUT,16,0.006724405558070688
1.25,1.5,TIMEOUT,16,-0.0008883414979789436
2.0,2.0,TP,5,0.004535306615277801
2.0,2.0,TIMEOUT,16,0.0031651315681509563
1.25,2.5,SL,7,-0.0019707695912598235
1.25,3.0,TIMEOUT,16,0.00011603368252625716
2.0,2.0,SL,7,-0.010767535677458268
1.25,1.5,TP,1,0.0009202832769819387
1.5,2.0,SL,5,-0.0019750655897114323
2.0,3.5,TIMEOUT,16,-0.003174224227169976
1.25,3.5,TP,10,0.02973673831473284
1.5,2.0,SL,2,-0.005303665699036499
1.5,2.5,TP,4,0.006091167323099202
2.0,3.0,SL,2,-0.010980455464249878
1.25,2.5,SL,13,-0.00442372864894568
1.25,3.0,TIMEOUT,16,0.0007943324490800945
1.5,2.5,TP,7,0.004440756580725378
2.0,2.5,TIMEOUT,16,-9.877195921455203e-05
1.25,2.0,TP,10,0.0069642595750172565
1.5,3.5,TIMEOUT,16,-0.0029233483905112515
1.0,3.0,TP,5,0.005624995646668691
1.75,3.5,SL,7,-0.0024000949816286145
1.25,2.5,TIMEOUT,16,0.006189900103011332
1.0,2.0,TP,8,0.012569560486418769
2.0,2.5,TP,7,0.0026253499373720367
1.5,2.0,SL,2,-0.002518259445671869
1.5,2.0,TP,8,0.011732672466679925
2.0,3.0,TIMEOUT,16,0.0063507734030416145
1.5,3.0,SL,7,-0.004644181228038972
1.5,1.5,SL,6,-0.004555955667761992
2.0,2.0,TP,4,0.011878868003446171
1.75,3.5,SL,15,-0.007532539225271935
1.5,3.5,TIMEOUT,16,-0.0007984298876259835
2.0,1.5,SL,9,-0.007965447363333041
1.25,2.0,TIMEOUT,16,-0.0005231694008780214
2.0,2.5,SL,14,-0.00458436908406175
2.0,3.0,SL,5,-0.003214387045834419
1.25,2.0,TP,15,0.006486751757809814
2.0,3.5,TIMEOUT,16,-0.002019357400460409
1.0,1.5,SL,10,-0.006474894901774016
1.5,2.0,TP,15,0.006952639174794777
2.0,2.5,SL,14,-0.011390423034665554
1.0,1.5,SL,8,-0.0034612564260017025
1.25,2.0,TP,14,0.005411760010782194
1.5,3.5,TIMEOUT,16,-0.002580015340631755
1.0,2.5,TIMEOUT,16,0.001319114394900861
1.25,3.0,SL,1,-0.0049388950678073374
1.0,2.5,TP,2,0.010539631262282486
1.75,3.0,TP,2,0.007668440960713662
1.25,2.0,TP,3,0.005046432912341884
1.0,2.0,SL,8,-0.0027384366748611226
1.25,1.5,SL,2,-0.002536489326146563
1.5,2.0,SL,2,-0.004352119549363938
1.25,3.5,TP,6,0.012490650032917624
1.25,2.5,TIMEOUT,16,0.00362781496400711
1.75,1.5,TP,8,0.0013739287069308081
1.25,2.0,SL,5,-0.004287631977584652
1.75,2.0,TIMEOUT,16,-0.0017904345037405703
1.0,2.0,SL,3,-0.003414556678966912
2.0,3.5,TIMEOUT,16,0.0069620759802350605
1.25,1.5,TP,5,0.0024323385373971047
1.25,1.5,TP,6,0.012430973287212377
1.25,3.0,TP,5,0.007178081503441975
1.0,3.5,SL,4,-0.0026678246018341533
1.5,2.0,TIMEOUT,16,0.004526315100703271
1.0,3.0,SL,12,-0.004643791761168523
2.0,1.5,SL,1,-0.0023020207427151573
2.0,2.0,SL,3,-0.012060004496938219
1.5,2.0,SL,5,-0.004504149031919652
1.0,1.5,TP,8,0.008220485836209932
1.75,3.5,SL,13,-0.005118421453799626
1.25,3.5,SL,4,-0.0070008180417304175
1.5,3.0,SL,1,-0.001726113473732752
2.0,3.0,SL,3,-0.00634527394194076
1.0,2.0,TP,7,0.009052407299867511
1.75,3.0,TIMEOUT,16,0.0014043542227807188
1.25,3.0,TP,7,0.010616526868404518
1.25,1.5,TP,13,0.006595527908237819
1.0,3.0,TIMEOUT,16,0.007767376979514804
1.75,3.0,TP,6,0.00621272423996674
1.75,2.5,TP,7,0.008139765352764306
1.0,1.5,TP,1,0.0018423801533667642
1.75,2.0,TIMEOUT,16,0.0017291569119792702
1.25,2.0,SL,4,-0.0029092190864715853
1.75,1.5,TIMEOUT,16,-0.001952153740252076
1.5,3.0,SL,13,-0.005403454810042591
1.0,3.5,SL,3,-0.0026624711523421138
1.75,3.5,TP,12,0.025232493787232916
2.0,3.5,SL,6,-0.006867722475474547
2.0,3.0,TIMEOUT,16,-0.0006850121209906699
1.5,2.5,SL,2,-0.002586476923147115
1.0,2.0,TP,6,0.004059742711927737
1.0,3.5,TP,15,0.012032278211235078
1.5,2.0,TP,2,0.0015758338765408091
1.0,3.5,SL,3,-0.0027005127867989888
1.0,2.5,SL,9,-0.003116838486707865
1.5,3.5,TP,11,0.010547692060085503
2.0,3.0,TP,15,0.007413430558634453
1.75,3.5,SL,8,-0.008763788539591656
1.75,2.0,TP,5,0.0042706431861404374
1.0,3.5,SL,2,-0.001249708990439267
2.0,3.0,SL,2,-0.008599140946552774
2.0,3.5,TIMEOUT,16,-0.0012691977779592516
2.0,1.5,TIMEOUT,16,-0.0035120068409333315
1.0,2.0,SL,4,-0.002494681908169325
2.0,3.5,TIMEOUT,16,0.001970385493501874
1.5,2.5,SL,6,-0.002500442675974345
1.25,3.5,SL,2,-0.003640586567130487
1.25,2.0,SL,5,-0.018593610017546256
1.0,2.0,TP,1,0.0011848743343439464
1.75,2.0,TP,6,0.006485297507201665
1.75,2.0,TP,2,0.01548350335450127
1.0,2.5,TIMEOUT,16,0.0068159631139776975
1.25,1.5,SL,7,-0.0017839881729634051
1.25,2.5,TP,12,0.004204686603756755
1.5,3.0,SL,1,-0.003954138618833856
1.0,3.0,SL,2,-0.00821295555078075
2.0,3.5,TIMEOUT,16,-0.003911180946080072
1.75,2.0,SL,15,-0.006289992729088742
1.5,2.0,TP,3,0.0022946936984857514
1.0,1.5,TP,1,0.004785428864085685
2.0,2.5,TP,3,0.010188202968901
1.25,3.0,SL,3,-0.006509099711374847
1.25,1.5,SL,4,-0.003087941587120426
1.25,1.5,SL,4,-0.004810111447257232
2.0,2.0,TIMEOUT,16,0.001435923445012038
2.0,2.0,TIMEOUT,16,-0.0006889379740206984
1.25,2.5,TP,4,0.003935673822595293
1.0,3.0,TIMEOUT,16,0.003105655423668501
1.5,1.5,TP,9,0.006417221909104161
1.75,2.5,SL,3,-0.004767833969706581
1.5,1.5,TP,2,0.005943189058299583
1.75,3.0,TIMEOUT,16,-3.059831473886001e-05
2.0,2.0,SL,3,-0.008500374372419557
1.5,3.0,SL,2,-0.0030956745964595546
1.5,1.5,SL,7,-0.007772936175100787
1.25,3.0,TIMEOUT,16,0.0022778824029011375
1.0,3.0,SL,3,-0.001942629007406186
1.25,3.5,SL,4,-0.0037167048457901657
2.0,3.0,TP,16,0.003122564597875101
1.25,2.0,SL,7,-0.002959633550489915
1.75,1.5,TIMEOUT,16,0.0010511505299062348
1.25,2.0,SL,7,-0.0042496205310770105
2.0,2.5,SL,6,-0.011148561780877402
1.25,3.0,TIMEOUT,16,0.004947302576735145
1.5,3.5,TP,7,0.004848378855161471
2.0,1.5,TP,3,0.006633293929532692
2.0,2.5,TP,4,0.005735051873827156
1.5,1.5,TP,5,0.003828396560812149
1.75,3.5,SL,5,-0.0042027279484911665
2.0,1.5,TP,4,0.004451165965564486
2.0,3.0,TIMEOUT,16,-0.003264041865849249
1.25,2.0,TP,8,0.008437355666528222
2.0,1.5,SL,3,-0.0059541646239812075
2.0,3.0,TIMEOUT,16,0.00035536330887022034
2.0,2.5,SL,2,-0.0036399072586571126
1.75,3.5,TP,9,0.007859615441668827
1.25,2.0,TP,9,0.00872739012208681
1.5,2.5,SL,2,-0.003379403457858403
1.0,3.5,TIMEOUT,16,0.0019246393258524359
1.75,3.5,SL,10,-0.005174084185173564
1.75,3.5,SL,9,-0.007836881593148383
1.75,1.5,TP,16,0.004459532140661923
1.25,2.5,SL,5,-0.0017077905722811498
1.75,2.5,TP,6,0.006534538945704508
1.0,1.5,TP,12,0.006353209151712151
1.75,3.5,TIMEOUT,16,0.006360535154652676
1.75,2.0,TP,13,0.011840894088348269
2.0,2.5,SL,5,-0.0042144170847431
1.0,1.5,SL,2,-0.00821295555078075
1.0,3.5,TP,16,0.010243719576258883
1.0,3.5,TP,14,0.0075242611038760605
2.0,2.0,SL,1,-0.013407663324945926
1.0,3.0,TP,5,0.003807681659489754
1.75,2.5,TIMEOUT,16,0.0031382064652215606
1.25,1.5,TP,7,0.004718076140898326
1.25,1.5,TP,1,0.0032949080549265555
2.0,3.5,TIMEOUT,16,0.0006396531735918137
1.75,2.0,TP,12,0.010002910460589251
1.0,2.0,SL,2,-0.004527777342582022
1.75,2.0,SL,1,-0.006611061310970275
1.25,3.5,TIMEOUT,16,0.008073643680716768
1.0,2.0,TP,9,0.0022033449013980906
2.0,2.5,SL,11,-0.002893111049103053
1.25,3.0,TIMEOUT,16,0.011098460025111829
1.25,1.5,TP,2,0.0039206568992949335
2.0,2.5,SL,4,-0.004450181798044501
1.5,3.5,SL,12,-0.005592707542535635
1.5,2.0,TIMEOUT,16,0.007891353658837301
1.25,3.0,TP,14,0.007746100188123229
1.0,2.5,TIMEOUT,16,0.00012293980572466052
1.0,2.0,TP,1,0.013559772577142441
1.25,1.5,SL,3,-0.0038698894328515754
2.0,2.5,TIMEOUT,16,0.0018455748858689255
1.5,2.0,TP,9,0.0035890218416908095
2.0,2.0,TP,2,0.0056292882762880424
1.0,2.5,TP,10,0.010407526036497626
1.5,3.0,SL,3,-0.008521981086756754
1.5,1.5,TP,3,0.003982244952835016
1.75,2.0,SL,6,-0.011852409955913464
1.75,1.5,SL,3,-0.004107021263936916
2.0,3.5,SL,2,-0.00861849720305139
1.25,3.5,SL,2,-0.005307218359608413
1.5,2.5,SL,6,-0.011383384353638825
1.25,2.5,TP,14,0.016553648799727504
2.0,2.5,TP,3,0.007605751921922595
1.5,2.5,TP,5,0.007877114260338287
1.75,3.0,TP,7,0.013101542788745018
1.0,1.5,SL,2,-0.004145166257992932
1.75,1.5,TP,9,0.0029407404838040136
1.5,1.5,SL,5,-0.002776119463966166
1.0,1.5,TP,1,0.005078621247497554
1.0,3.5,SL,3,-0.004897388942432671
1.5,3.0,SL,13,-0.0012804692468575086
1.5,3.5,SL,7,-0.0054418369935800865
1.0,3.5,SL,3,-0.0014415868249711998
2.0,3.5,TIMEOUT,16,0.00023879423459176747
1.5,3.5,SL,3,-0.012502909413397748
1.0,1.5,TP,4,0.00423083428307613
2.0,1.5,TIMEOUT,16,-0.0005615367251443386
2.0,3.5,TIMEOUT,16,0.0023098922984065547
1.75,2.0,TP,4,0.00302896794801199
1.5,1.5,TP,7,0.0020391013211157848
1.5,2.0,SL,15,-0.0033500449498750544
1.0,3.5,SL,3,-0.006228863040656033
1.5,3.5,TP,16,0.006449871223503065
1.75,3.0,TIMEOUT,16,0.0023986687860969424
1.25,1.5,TP,4,0.008508619018141919
