X_SL_ATR,Y_TP_ATR,hit,bars_held,return_pct
1.75,2.5,TIMEOUT,16,-0.0006077227270998234
1.25,2.0,SL,7,-0.002774082894824812
1.0,3.5,SL,1,-0.0016684085536764156
2.0,2.0,SL,12,-0.004797550530782348
1.75,3.0,TIMEOUT,16,0.0016249148242937785
1.75,3.5,TIMEOUT,16,0.010133333333333381
1.25,3.5,SL,10,-0.001586357423387253
2.0,2.5,TIMEOUT,16,-0.00018375001351096862
1.25,2.5,TIMEOUT,16,0.0015701243819544147
1.5,2.5,TP,3,0.0055647812612089065
1.75,2.0,TP,5,0.008215535815617778
1.25,2.0,SL,12,-0.0012601209222512142
1.5,3.0,SL,4,-0.003019084969101999
1.0,1.5,SL,8,-0.005815323605138887
1.25,3.0,SL,5,-0.003587248852357305
1.0,1.5,TIMEOUT,16,-0.0018996049490457433
2.0,1.5,TP,11,0.006557463806715414
1.5,3.5,TIMEOUT,16,-0.0012351652068159458
1.0,2.5,SL,1,-0.003760180533561762
1.75,2.5,SL,8,-0.0051016717023928595
1.25,3.5,TIMEOUT,16,0.0008761562001065905
2.0,2.5,SL,8,-0.005266809495781556
1.5,3.5,SL,7,-0.01136274047964027
1.25,1.5,SL,3,-0.0010355465724518952
1.0,3.5,TIMEOUT,16,-0.000518524165269016
1.0,1.5,TP,5,0.003283288184843014
2.0,3.5,TIMEOUT,16,-0.001567479551611521
1.5,3.5,TP,3,0.0092512647056757
1.5,3.0,SL,6,-0.004212322805479799
1.25,3.0,TP,4,0.007729773490561989
1.0,3.0,SL,2,-0.002284585942306805
1.75,1.5,SL,13,-0.010690865347530033
1.75,2.5,SL,6,-0.004137898438476061
1.25,1.5,TP,3,0.002704009225777616
2.0,2.5,SL,5,-0.002091883103062415
1.5,3.5,SL,4,-0.001939567072699596
2.0,3.0,SL,6,-0.0017420037296516074
1.75,1.5,TP,3,0.007880644414040553
1.75,1.5,TP,4,0.007534258460292723
2.0,3.0,TIMEOUT,16,0.003551940890907795
2.0,3.5,SL,14,-0.0066043614177943594
1.5,1.5,TP,4,0.0032013226448731826
1.5,1.5,TP,7,0.0037955002085971815
1.75,2.0,SL,13,-0.002111897869665085
1.0,3.0,SL,5,-0.004176111286431943
1.0,3.0,TP,6,0.016298949398776956
2.0,3.5,TP,6,0.004084246058452521
1.75,2.0,TP,5,0.014698150257510425
1.0,2.0,TP,10,0.0026656686716355358
2.0,3.5,SL,15,-0.004902240526887221
1.25,1.5,TP,6,0.008922498964553284
1.25,2.5,TIMEOUT,16,-0.001265495186345829
1.75,1.5,TP,9,0.004670919774902061
1.75,3.5,SL,10,-0.006500327429213056
2.0,2.5,TIMEOUT,16,-0.0004818267799236444
1.25,2.5,TP,8,0.013603018685477494
2.0,2.0,SL,4,-0.004429160814392855
1.0,3.5,SL,4,-0.004100460421423446
1.75,3.0,TP,15,0.0039277249112395045
1.5,3.5,SL,5,-0.0023722286565398443
1.75,3.5,TIMEOUT,16,-0.0010566966301564025
1.5,2.5,SL,3,-0.005143143719207195
1.75,1.5,TP,5,0.0049333682312734505
1.25,2.0,TP,9,0.0024420602027570458
1.75,2.5,SL,11,-0.004448933025320019
1.25,2.5,TIMEOUT,16,0.008322634189141096
1.5,2.0,TIMEOUT,16,0.004988929684174035
2.0,3.5,SL,5,-0.004611222989924494
1.75,2.5,SL,2,-0.00282976166966911
1.25,2.5,SL,3,-0.003181005482849596
1.25,2.0,TP,8,0.007928231626490045
2.0,1.5,SL,8,-0.004109780918628377
2.0,3.0,TIMEOUT,16,0.012624523649841436
2.0,1.5,TIMEOUT,16,0.0005103512122260028
1.0,2.5,TIMEOUT,16,0.02198244107415825
1.5,1.5,TP,10,0.0035638166894665425
1.5,3.5,SL,1,-0.0017216759379215791
2.0,3.5,TIMEOUT,16,0.0008713774324370603
2.0,2.0,TIMEOUT,16,-0.002033907336361359
1.5,2.5,TP,2,0.002054526947908717
1.25,3.0,SL,12,-0.005312106475549213
1.5,2.0,SL,2,-0.0018020998530575809
1.0,2.5,TP,7,0.004938801541641599
1.25,3.5,SL,5,-0.0041660275519508575
2.0,2.5,TP,7,0.005429525372476614
1.0,1.5,SL,4,-0.0017001008415754757
2.0,3.0,TIMEOUT,16,0.001553032277089952
1.0,2.0,TIMEOUT,16,0.0025855260806950378
2.0,2.5,TIMEOUT,16,0.004744577731395386
1.25,2.5,SL,6,-0.0014159843750092024
1.0,1.5,SL,4,-0.007863018145394134
1.0,1.5,SL,6,-0.003542097551548192
1.5,2.5,TIMEOUT,16,-0.0006485840376381124
1.5,3.0,TIMEOUT,16,-0.0006091462860259583
2.0,2.0,TP,1,0.0005762186843613768
1.0,2.0,TIMEOUT,16,0.0013270448592553779
1.25,2.0,SL,3,-0.0018272416414233897
1.0,3.0,SL,3,-0.003431008659833
1.5,1.5,SL,5,-0.0039834037849878975
2.0,2.5,TIMEOUT,16,-0.0025641332004399937
1.75,3.0,TIMEOUT,16,0.007334415460204572
2.0,3.0,TIMEOUT,16,0.009383298823562083
1.25,3.5,TIMEOUT,16,0.0020848508082550125
2.0,2.5,SL,4,-0.011594774949660056
1.0,2.5,SL,16,-0.0010442296096844152
1.75,1.5,SL,16,-0.007774790758429116
1.5,3.5,SL,11,-0.004991996100241074
1.0,1.5,SL,1,-0.004960024449137111
1.25,3.5,SL,2,-0.006463613707474851
1.25,3.5,SL,2,-0.001973686158401171
1.0,3.5,TP,15,0.006677899845477061
1.0,2.0,SL,14,-0.0018606596447281276
1.0,2.0,TP,12,0.014083169017873143
1.75,3.0,SL,8,-0.004921410403003898
1.5,3.5,TIMEOUT,16,0.0079336423681005
1.75,2.5,TIMEOUT,16,0.00181497519196608
1.25,2.0,TP,3,0.006593456207406568
1.25,2.0,SL,1,-0.001723436993832222
2.0,2.5,TIMEOUT,16,-0.005051289223802274
2.0,3.5,TP,8,0.004639248145811466
1.0,3.0,SL,3,-0.002218011517019003
1.75,3.0,SL,10,-0.0030043952329078857
1.0,3.5,SL,2,-0.007609618434283302
1.0,1.5,SL,2,-0.006036760010734809
2.0,3.5,TIMEOUT,16,-0.0014888602134153267
1.25,2.5,SL,1,-0.0021877229539015845
1.25,1.5,SL,9,-0.003629108588757039
1.25,2.5,TIMEOUT,16,-0.0007796826474376867
1.25,2.5,SL,6,-0.001980727379055784
1.25,1.5,TP,6,0.00455699487096826
1.5,3.0,SL,3,-0.004508650181338627
1.5,3.5,TIMEOUT,16,0.0009790263465323367
1.5,2.0,SL,3,-0.0060232703902953055
1.75,3.5,TIMEOUT,16,0.009387091230307867
1.0,2.5,SL,4,-0.004871970113810769
1.0,2.5,TP,13,0.005570340414017302
1.25,3.5,SL,2,-0.009002539420701535
1.25,3.5,SL,3,-0.00909098996325167
1.5,2.0,SL,4,-0.003368502938697213
2.0,3.5,SL,4,-0.003253137153586523
1.5,3.0,SL,3,-0.0042105256215266675
1.5,3.5,TIMEOUT,16,-0.005535919741180589
1.25,2.0,TP,3,0.00528799569008165
1.75,2.0,SL,5,-0.004954103631747605
1.25,3.0,SL,1,-0.0017758844207166403
1.75,3.5,SL,4,-0.004232659346628222
1.0,2.0,TP,7,0.01536318723544414
1.75,1.5,TP,2,0.00526675066582307
1.25,1.5,TP,9,0.00475325874345079
2.0,1.5,SL,1,-0.00980581335804063
1.0,3.5,TIMEOUT,16,0.0026317784395425256
1.0,1.5,TP,10,0.0016599585160000723
1.75,3.5,SL,6,-0.00647962925485062
1.5,3.0,TIMEOUT,16,0.005942068130922733
1.0,1.5,SL,1,-0.002621622399245764
2.0,2.0,TP,1,0.007664578140666074
1.0,3.5,SL,2,-0.0018618262150540776
1.25,1.5,SL,4,-0.0019300164176383272
1.25,2.5,SL,1,-0.002679431256879981
2.0,3.5,SL,11,-0.005035327366933584
1.75,3.0,SL,4,-0.011172893944677806
2.0,3.5,TIMEOUT,16,-0.018079709920735623
1.75,2.5,TIMEOUT,16,0.0030994603403378005
1.75,3.5,SL,1,-0.005924054580532337
1.25,2.5,SL,6,-0.002369915935594564
1.0,3.0,SL,3,-0.0025218943191209243
1.75,1.5,TP,1,0.0020075923482656068
1.0,2.0,SL,16,-0.004095329052182115
1.25,2.0,SL,12,-0.00433984052191288
2.0,1.5,TP,1,0.006128162183760067
1.5,2.0,SL,2,-0.0046610554934034916
2.0,3.5,SL,6,-0.0036768539966772437
1.75,3.0,TIMEOUT,16,0.0025662938134213523
1.75,2.0,TP,8,0.004432771339518829
1.5,2.5,SL,5,-0.004740760926602945
1.75,3.5,TP,9,0.0066348080372476545
2.0,3.0,SL,9,-0.006755512240221438
1.0,2.0,TP,3,0.005039939880112923
1.25,1.5,TP,16,0.004290018026467542
1.5,1.5,TP,7,0.006062601992624685
1.5,3.5,SL,6,-0.007046366681469827
2.0,2.5,TP,10,0.0066859287298471305
2.0,3.5,SL,3,-0.004605712892852797
1.75,3.0,SL,1,-0.002175714826109716
1.25,3.5,SL,5,-0.002972405129917786
2.0,2.5,TIMEOUT,16,0.006810062402496123
1.75,3.0,TIMEOUT,16,0.0028819902658045447
1.75,3.0,TIMEOUT,16,-0.0009582874801441538
1.25,3.5,SL,1,-0.0034718881247195253
1.5,3.0,SL,7,-0.0018785146420198075
1.5,3.5,SL,12,-0.005438987984797719
2.0,3.5,SL,6,-0.005257181777891909
1.25,3.0,TIMEOUT,16,0.009217451818585362
1.5,1.5,SL,3,-0.0023006288538784045
1.25,2.5,SL,2,-0.0020629547554937904
1.75,3.0,TIMEOUT,16,0.0004186528931245918
1.25,2.0,SL,7,-0.007380160386478612
1.0,2.0,SL,4,-0.003912821146307858
1.5,3.0,TP,6,0.005609193589648385
1.5,2.0,TP,16,0.0029719197797019458
1.5,3.5,SL,1,-0.0034777334222426447
1.0,1.5,TP,8,0.005595784635353974
1.25,1.5,SL,2,-0.0051037038649620215
1.25,3.0,SL,1,-0.0025735604876211235
1.0,2.0,SL,13,-0.004632683454357192
1.25,3.5,TP,14,0.02394575462687752
2.0,2.0,TIMEOUT,16,0.00024603271026984644
1.75,3.0,SL,12,-0.004562841575064792
1.0,1.5,SL,5,-0.002864499350247226
1.75,3.0,TIMEOUT,16,0.0011450137247064392
1.0,3.5,TIMEOUT,16,0.007516057137520737
1.25,3.5,SL,1,-0.002315625313843882
2.0,2.0,TIMEOUT,16,0.005469579862756164
1.5,3.0,SL,1,-0.0021585478710572543
1.75,2.5,SL,2,-0.002454300948903428
1.75,3.5,TIMEOUT,16,0.001514626728997231
1.75,1.5,SL,4,-0.0028025200990588637
1.75,3.0,TIMEOUT,16,0.005868656049375311
1.5,3.0,TIMEOUT,16,0.001763311231665703
1.25,2.0,SL,2,-0.002219488996414411
2.0,1.5,TP,1,0.0015735790175799317
1.0,3.0,TIMEOUT,16,-0.0005771676743349903
1.5,3.0,SL,5,-0.003443712420921116
1.75,2.0,TP,3,0.004946864445391048
1.75,2.5,TIMEOUT,16,0.0015677951181765207
2.0,3.0,TP,13,0.00355813739974479
1.5,3.0,SL,10,-0.0036417178330625573
1.5,1.5,TP,1,0.004360803849861793
1.0,3.0,SL,4,-0.005333069677905077
1.25,3.0,SL,2,-0.00465821208549427
1.75,3.0,TIMEOUT,16,0.008040829043523927
1.0,1.5,SL,2,-0.0025092441469502513
1.0,1.5,TP,7,0.007474256794948835
1.0,1.5,SL,2,-0.002150980653344089
2.0,2.0,SL,16,-0.006584996939431658
2.0,3.5,TIMEOUT,16,0.005379005396003434
1.0,3.0,SL,2,-0.002969372508439899
1.25,3.5,TIMEOUT,16,-0.0022406265567508654
1.75,1.5,SL,1,-0.0035331174166805994
1.25,3.5,SL,3,-0.0034042698842139964
1.25,2.0,TIMEOUT,16,0.004011102475102457
1.0,3.5,SL,1,-0.0011325051847484143
2.0,3.0,SL,4,-0.004715888811516572
2.0,3.5,SL,3,-0.00252916349235437
1.0,3.0,SL,7,-0.001671706330858203
1.5,2.5,TP,4,0.006794049474887002
1.25,2.0,SL,2,-0.009602196011424657
1.5,1.5,TP,10,0.005467216169609072
1.25,1.5,SL,5,-0.004612360671461971
2.0,3.0,TP,7,0.005375125474466838
1.75,2.0,SL,1,-0.002898046383748721
1.5,1.5,SL,2,-0.004513729483708304
1.75,3.0,TP,7,0.0065583746283818444
1.5,3.0,TIMEOUT,16,-0.0014508962542080282
1.25,2.0,TP,1,0.007558218147015057
1.25,3.5,TIMEOUT,16,0.0014051267505565661
1.25,1.5,TP,3,0.003348389517731183
1.25,3.5,TP,11,0.011459077476143009
1.5,3.5,TIMEOUT,16,0.0028710407111093945
2.0,3.0,TIMEOUT,16,-0.00248843861711593
1.5,3.5,SL,2,-0.002907913196965406
1.25,2.0,SL,7,-0.002572771464549282
1.75,2.5,SL,1,-0.004924206668909754
1.25,2.5,SL,13,-0.002610588184581608
1.25,2.5,SL,7,-0.0014009377422053407
1.75,3.0,SL,3,-0.0029543574608145036
1.25,3.5,SL,3,-0.007697974456772923
2.0,2.0,TIMEOUT,16,0.005682051838526008
1.5,3.0,SL,11,-0.010863090035796814
1.0,2.0,SL,5,-0.002742695017623128
1.5,2.0,TP,3,0.003721618909268968
1.5,3.0,SL,2,-0.0074761595743315515
1.0,2.0,SL,2,-0.0034853654040516878
1.5,2.5,SL,3,-0.0030382886923334385
2.0,2.5,SL,11,-0.004765918409748368
1.5,2.5,TIMEOUT,16,-0.0029029211024131996
1.25,2.0,SL,2,-0.003967611489536175
1.25,3.0,TP,13,0.008296445769928322
2.0,3.0,TP,8,0.0055067402445984235
1.75,1.5,TP,7,0.0022747144214214053
2.0,3.0,TIMEOUT,16,-0.002625667873616315
1.25,1.5,TP,9,0.0020895893587929786
2.0,2.0,TP,12,0.006522325156318901
1.0,2.5,SL,6,-0.0035340749660933038
2.0,2.0,TP,12,0.002462945630124787
2.0,2.0,SL,6,-0.0070180010861388715
1.75,3.5,SL,5,-0.006142478186572232
2.0,3.0,TIMEOUT,16,-0.0015231957939210664
1.25,2.0,TP,4,0.004164154394557625
1.75,2.0,TP,16,0.0034695058220650062
1.25,2.5,TIMEOUT,16,0.001490777534387872
1.25,2.5,SL,9,-0.0016836774518309788
1.0,2.0,SL,1,-0.0021150415474756098
2.0,2.0,TP,3,0.0021768723578280066
2.0,3.0,TIMEOUT,16,0.004535128062802252
1.25,2.0,SL,3,-0.002169617946714503
1.0,2.5,SL,1,-0.004605079263930323
1.0,2.5,SL,2,-0.0012572262004872602
1.5,2.5,SL,1,-0.002835824554155198
1.75,3.0,SL,4,-0.009586765762314773
2.0,2.0,SL,7,-0.006026824624242547
1.5,2.5,SL,2,-0.005243090589676886
1.5,2.5,SL,10,-0.0009261133455815432
1.5,2.5,TIMEOUT,16,-0.0006064993313348998
1.75,2.5,SL,6,-0.006957480020293013
1.5,2.0,TP,12,0.012772997109069137
2.0,2.5,TIMEOUT,16,0.000746844387437687
1.0,2.0,TP,5,0.00764441431943372
2.0,2.5,TP,6,0.0028900197452188282
1.5,2.5,TIMEOUT,16,0.0008133246361388605
1.0,3.0,SL,14,-0.0060779605510067865
1.5,2.5,SL,8,-0.00372868244400995
1.25,1.5,TP,2,0.0031761190650125928
1.0,3.0,TP,16,0.019269034816978146
1.0,1.5,TP,5,0.00363596196727142
1.25,3.0,SL,12,-0.0016405814936840382
1.0,2.0,TP,13,0.007451582808134803
1.5,1.5,SL,12,-0.006380573553138776
1.25,1.5,SL,2,-0.0063152463845665705
1.5,3.0,TIMEOUT,16,0.0019904958900253027
1.75,1.5,TP,5,0.0012245750642954321
1.5,2.0,TIMEOUT,16,0.0007756397754647142
1.25,2.5,SL,2,-0.0019842595954343077
1.5,2.0,TP,5,0.0036751484058357834
1.25,2.0,TP,5,0.0015693086236866051
1.75,2.0,TP,7,0.007567126164081358
2.0,3.5,SL,2,-0.004067226311803427
2.0,3.0,TIMEOUT,16,-0.0021780491837771394
1.0,2.5,SL,13,-0.0027989560481435885
1.0,2.5,TIMEOUT,16,0.006851820126119445
1.0,3.5,SL,5,-0.0020951832730289233
1.5,3.5,SL,9,-0.0027325051759064527
1.75,3.0,SL,4,-0.003191825185268004
1.25,1.5,TP,1,0.00599284662616398
1.5,2.0,TP,5,0.004488089257671877
1.75,3.0,TIMEOUT,16,-0.00013553299492389235
1.25,3.5,TIMEOUT,16,0.0001118466085344495
2.0,2.5,SL,9,-0.010495134173796569
1.5,2.5,SL,14,-0.0034930885631873775
1.75,2.0,SL,6,-0.011542390418209283
1.75,1.5,TP,1,0.0027695430120504116
1.25,3.0,SL,2,-0.006057138386982895
1.5,3.5,TP,4,0.00425165944184876
1.75,3.5,SL,15,-0.007622895880614772
1.5,2.0,SL,5,-0.004173172030756948
1.5,2.0,SL,11,-0.004598778748872093
1.5,3.5,SL,13,-0.00468735504497035
2.0,3.0,SL,12,-0.008660159532263198
2.0,3.0,TP,10,0.009618119204826657
1.5,1.5,SL,2,-0.002107182463355018
2.0,3.5,SL,15,-0.004773755108367486
1.25,2.5,SL,6,-0.004293092469005526
2.0,3.0,SL,3,-0.006845200348995454
2.0,2.0,TIMEOUT,16,-0.0015458409351406484
1.25,2.5,SL,10,-0.005896986393417979
1.0,2.0,SL,4,-0.002954632063782735
1.25,2.0,SL,8,-0.008283332488724468
1.5,3.5,TIMEOUT,16,0.0020331034983522606
1.25,1.5,SL,6,-0.0020353616939040057
1.75,2.5,TP,10,0.003620368700520878
2.0,2.5,TIMEOUT,16,-0.0006735147867050663
1.0,2.5,SL,4,-0.001557474310018138
1.75,2.5,TIMEOUT,16,0.002990758632263043
1.5,2.0,TIMEOUT,16,0.0028712443759467
1.0,3.0,SL,1,-0.0015629438849419342
1.25,1.5,SL,2,-0.0035651713449983014
1.75,3.5,TIMEOUT,16,-0.0007416834947581659
1.75,1.5,SL,7,-0.005218822862915754
1.0,2.0,TP,6,0.004018725105061604
1.5,3.5,TIMEOUT,16,-0.000808895328692484
1.0,2.0,SL,8,-0.011413586571281558
2.0,2.0,TIMEOUT,16,0.003421030297886743
1.5,1.5,TP,2,0.001569782539119673
1.5,2.5,TP,3,0.0054674119795264965
1.75,2.0,TIMEOUT,16,0.0031563984673196135
1.25,3.0,TP,3,0.03463103853383457
1.0,1.5,SL,1,-0.003623419388423724
1.25,3.5,TIMEOUT,16,0.005198877946219986
1.0,2.0,TIMEOUT,16,-0.00019347261640904366
1.0,1.5,SL,1,-0.004517957023729891
1.5,2.0,SL,4,-0.0042181422309305085
1.5,3.5,TIMEOUT,16,0.0017337193680417539
1.5,2.5,TIMEOUT,16,0.00039451029126718717
1.75,2.5,SL,3,-0.0041812072164787205
1.75,2.0,SL,5,-0.0045657125036620266
1.25,2.5,SL,1,-0.0012435895342017126
1.25,3.0,SL,1,-0.0017352865478232754
1.75,2.0,SL,6,-0.006465576763210419
2.0,3.0,TP,1,0.0038995519230839333
1.75,3.0,TP,7,0.001800723954895066
1.5,2.0,TP,8,0.004516022126413855
1.5,2.0,TP,6,0.005392809543367679
1.0,2.5,SL,2,-0.00262989800376011
1.75,1.5,TP,15,0.004367305075746044
2.0,2.0,SL,15,-0.005286943061980385
1.0,3.5,SL,16,-0.0026305505583160784
1.0,2.5,SL,2,-0.00512323454916084
1.0,2.0,SL,1,-0.0015654623028862268
1.5,1.5,TP,7,0.004905580846271731
2.0,3.5,SL,14,-0.0026629039342289567
1.25,2.5,SL,3,-0.000789867584277881
1.0,3.0,TP,4,0.008252291051883255
1.25,2.5,SL,4,-0.006514620221331713
1.0,2.0,TIMEOUT,16,-0.0008431582075500293
1.25,3.5,TP,2,0.008902953425285538
1.5,1.5,TP,3,0.0019998531695357776
1.25,2.5,SL,2,-0.0016384121127680053
1.25,3.0,TP,2,0.015456948319419204
1.75,3.5,SL,5,-0.0022378069235509295
1.0,3.5,TIMEOUT,16,0.00420512648008606
2.0,2.0,TP,5,0.00728695310652313
1.25,2.0,SL,9,-0.006551539467054495
1.0,2.5,SL,4,-0.003386376387465717
2.0,3.0,TIMEOUT,16,0.00011603368252625716
1.5,3.5,SL,12,-0.004172446905501073
1.25,2.0,TP,5,0.004445484548134893
1.0,2.0,SL,3,-0.0044475508443425
1.5,2.0,SL,7,-0.006395415014606452
1.75,1.5,TIMEOUT,16,-0.0015710737718783558
1.5,3.0,SL,2,-0.0020189962777563985
1.25,3.0,SL,4,-0.004107743230099262
1.5,3.5,TP,8,0.01578138312225803
1.5,3.0,TP,14,0.0073923987792147185
1.5,2.5,TIMEOUT,16,0.0001275225770952307
1.5,3.0,SL,1,-0.0037124017838661497
1.25,3.5,SL,2,-0.0009378972722479855
1.0,3.5,SL,3,-0.0014780041698566181
1.25,3.0,TIMEOUT,16,0.0024664256198347664
1.75,3.0,TIMEOUT,16,0.003211577754852237
1.0,2.0,SL,12,-0.007234702032914805
1.0,2.5,TIMEOUT,16,0.0005693897045574114
1.25,3.5,SL,14,-0.0019168711621835523
1.0,3.5,SL,2,-0.005283060936238909
1.75,1.5,TIMEOUT,16,0.0015879474820053843
1.75,3.5,SL,6,-0.01561239843781437
2.0,3.0,SL,4,-0.0030665002280001745
1.0,2.0,SL,3,-0.004110464664784495
2.0,1.5,TIMEOUT,16,-0.0015862264519148905
1.0,3.0,TIMEOUT,16,0.007287072229070529
1.0,2.0,TP,15,0.0071206028763720905
1.5,3.5,SL,3,-0.003143563612735827
2.0,2.5,TP,9,0.005074544861209943
1.0,2.0,SL,3,-0.0020643097758195872
1.75,1.5,SL,4,-0.019701689678993557
1.0,2.5,TP,3,0.006354996484034489
1.25,3.0,SL,1,-0.0017653516273421052
1.5,2.0,TP,3,0.003449335562737334
1.25,3.5,TIMEOUT,16,0.002663747455572307
2.0,1.5,TP,9,0.004855633161729905
1.5,2.5,TIMEOUT,16,0.0001324589795185309
2.0,3.0,TIMEOUT,16,0.003913679071219821
1.25,2.5,SL,6,-0.0014646483034591229
1.75,3.5,SL,13,-0.0076033229900774515
1.0,3.0,SL,7,-0.004108851923474299
1.75,2.5,TIMEOUT,16,-0.00456474592634742
1.5,3.5,SL,3,-0.0035361357070809976
1.75,1.5,SL,1,-0.0028029300374982926
1.5,2.5,SL,1,-0.002649187745650282
1.25,3.0,SL,3,-0.0023008618547557995
1.0,3.0,SL,11,-0.002749040769255323
1.0,1.5,SL,10,-0.010741655933247395
1.25,2.0,SL,10,-0.004566063023102439
1.0,3.0,TIMEOUT,16,0.000976677130129942
1.0,3.0,TP,5,0.002567551259767309
1.0,2.5,TP,11,0.0062910187995389
1.5,3.0,TP,3,0.00786495924995146
1.75,1.5,TP,5,0.002203910666107368
1.5,2.5,SL,15,-0.0020463553235439747
1.75,3.0,SL,10,-0.008739961214412006
1.0,3.0,TIMEOUT,16,0.0014625493217726704
1.25,3.0,SL,2,-0.00168641566064117
1.5,1.5,SL,3,-0.002967204243057065
1.0,2.0,TP,3,0.007990746438400777
1.75,1.5,TP,12,0.001421119689025703
1.25,3.0,TIMEOUT,16,0.0017956081248012928
1.5,3.0,SL,10,-0.0026856956933644332
1.75,3.5,SL,12,-0.006365357085451026
1.25,3.5,TIMEOUT,16,0.002099149037274859
1.75,2.5,SL,3,-0.0035070833570449776
1.25,3.0,SL,2,-0.0025265580442756304
1.0,2.0,SL,8,-0.011781820767217855
1.0,2.5,SL,1,-0.002015917413983185
1.75,3.0,TIMEOUT,16,0.009247054051900693
1.25,3.5,SL,1,-0.0006303991166689366
2.0,3.5,TIMEOUT,16,0.00046409266409268095
1.25,2.5,SL,5,-0.0017001294834162858
2.0,3.0,TIMEOUT,16,0.0019150598024474253
1.75,3.5,SL,1,-0.003922317485617499
1.0,1.5,SL,3,-0.005402746793724263
1.75,2.0,TIMEOUT,16,0.0008971553569672892
1.75,2.5,TIMEOUT,16,-0.0023781196018482728
1.75,1.5,TP,2,0.013860694531840337
1.5,2.0,TIMEOUT,16,0.0037620461379315588
1.25,1.5,TP,2,0.0029342901117467273
1.25,3.0,TIMEOUT,16,0.012890012150618985
1.5,1.5,SL,3,-0.01113061094686749
1.0,3.0,SL,14,-0.0020738351246994673
2.0,2.0,TP,9,0.012340954503848785
1.25,2.0,TP,2,0.00623996788688848
2.0,2.5,TIMEOUT,16,-0.0008611171369610534
2.0,3.5,SL,3,-0.003644278730450495
1.25,3.0,TP,7,0.013196444540880264
1.25,2.5,TIMEOUT,16,-0.00019144661308835402
1.25,3.0,SL,11,-0.0035789947472728944
1.5,1.5,TIMEOUT,16,-0.00047375062829031414
2.0,2.0,TIMEOUT,16,-0.0036620184903806727
1.75,2.0,SL,6,-0.009924408296526275
1.5,2.5,TP,6,0.006651233753722193
1.5,3.0,TP,13,0.003910076855349731
1.25,3.0,TIMEOUT,16,-0.003190898767716658
1.5,2.0,TIMEOUT,16,-0.0014100465775262697
1.25,1.5,SL,12,-0.0022024150818046122
2.0,1.5,SL,6,-0.0048971722524375145
2.0,3.5,SL,12,-0.008664578224043488
1.75,2.5,TIMEOUT,16,0.0008905532376518859
1.25,1.5,SL,2,-0.0018984194749241466
1.0,3.0,SL,2,-0.0027942077237913285
1.75,3.5,TIMEOUT,16,3.618329946998985e-05
1.5,3.5,TIMEOUT,16,0.003861948145437807
1.0,1.5,SL,3,-0.0028474455550250985
1.25,2.5,SL,3,-0.003746824556468453
1.25,2.0,TP,5,0.007053645436159245
1.75,3.0,SL,3,-0.003672783082465347
1.0,3.5,SL,3,-0.0022293707635632222
1.75,3.0,SL,7,-0.0027654408617689107
1.75,3.5,SL,2,-0.0038272115550938538
1.25,3.5,SL,1,-0.003568479177662998
1.75,2.5,SL,5,-0.002481757931113352
1.0,3.5,SL,3,-0.0012442740287828046
1.5,2.0,SL,2,-0.010812819174415204
1.75,1.5,SL,14,-0.0027036855138352217
1.5,1.5,TP,8,0.0063683289043595746
1.75,2.5,TP,9,0.0011713649662975644
1.25,2.0,TP,14,0.0040688797867418245
1.25,1.5,TP,2,0.003013598382430144
1.0,2.5,SL,6,-0.004565851228865969
1.25,3.0,TP,6,0.0075926799632178524
1.25,2.0,TP,13,0.011352296161678594
2.0,3.5,TIMEOUT,16,0.001732204983939617
2.0,2.5,SL,7,-0.005633327463535536
1.5,3.5,SL,1,-0.00344062239483238
1.0,1.5,TP,5,0.0035786803432715513
1.25,2.5,SL,6,-0.006095162234215478
2.0,3.5,SL,8,-0.006045106595012715
2.0,1.5,TP,1,0.007263386019924941
1.5,2.5,TIMEOUT,16,0.0014163692116053123
1.5,2.0,SL,2,-0.0025903777934704417
1.75,2.0,TIMEOUT,16,0.000580497409777164
1.5,3.5,TIMEOUT,16,-0.0006743616062689614
2.0,3.0,SL,16,-0.004258551720954744
1.25,1.5,SL,3,-0.004760501254507167
1.0,3.5,TP,13,0.008544609904341133
1.25,2.0,SL,5,-0.008688961294086426
1.0,2.0,SL,2,-0.002490173611587149
2.0,3.0,SL,14,-0.0030089703281495537
1.5,2.0,TP,3,0.00395993488950892
1.25,3.5,TIMEOUT,16,0.001769003390391509
2.0,1.5,TP,11,0.0020719253966944027
2.0,3.0,TIMEOUT,16,-0.008615075592406112
1.0,3.5,SL,4,-0.003951186555799853
1.5,3.0,TIMEOUT,16,0.012624922794164427
1.0,2.0,SL,3,-0.002897420853993058
1.0,2.5,SL,1,-0.0031665469874883065
1.75,2.5,TP,10,0.004960647086092814
1.25,3.0,SL,1,-0.004212359243769421
1.0,2.0,SL,11,-0.001990798462663835
1.75,3.5,SL,12,-0.005151979524669338
1.25,1.5,TP,3,0.004447208755129084
1.75,3.5,SL,3,-0.003324783920277718
1.25,2.0,SL,2,-0.007880726513217043
1.75,3.0,TP,12,0.0032013928786309236
1.25,3.5,SL,4,-0.002491355443173685
1.75,2.0,TIMEOUT,16,-0.0008588832876082774
1.25,2.5,SL,8,-0.0019855556584656674
1.0,3.5,SL,2,-0.0030276645792528217
1.75,3.0,SL,2,-0.0017354723092274358
1.5,1.5,SL,7,-0.0039853019658301
